0,4,0.678249,38.000000
100,2,0.424130,8.000000
200,3,0.379501,12.000000
300,5,0.416655,23.000000
400,3,0.325946,10.000000
500,4,0.385137,21.000000
600,4,0.305303,10.000000
700,2,0.271743,5.000000
800,5,0.307423,17.000000
900,2,0.282971,11.000000
1000,3,0.329568,9.000000
1100,3,0.276771,9.000000
1200,1,0.190515,2.000000
1300,2,0.249305,9.000000
1400,2,0.239864,7.000000
1500,4,0.282386,11.000000
1600,3,0.266022,11.000000
1700,2,0.238315,8.000000
1800,3,0.267377,12.000000
1900,5,0.296646,23.000000
2000,2,0.239139,11.000000
2100,2,0.238884,9.000000
2200,1,0.174770,3.000000
2300,4,0.281313,12.000000
2400,2,0.241844,4.000000
2500,1,0.175800,4.000000
2600,3,0.260004,10.000000
2700,3,0.261533,12.000000
2800,5,0.298612,19.000000
2900,2,0.235352,9.000000
3000,1,0.188029,6.000000
3100,2,0.235900,11.000000
3200,5,0.290042,18.000000
3300,2,0.233260,8.000000
3400,4,0.279062,14.000000
3500,5,0.290956,25.000000
3600,1,0.179420,5.000000
3700,4,0.279847,17.000000
3800,4,0.277935,13.000000
3900,2,0.229124,7.000000
4000,4,0.280279,19.000000
4100,3,0.259933,8.000000
4200,4,0.277175,14.000000
4300,5,0.290237,22.000000
4400,5,0.290116,16.000000
4500,4,0.275526,9.000000
4600,1,0.180896,5.000000
4700,3,0.263100,13.000000
4800,4,0.280840,18.000000
4900,3,0.258252,10.000000
5000,1,0.178840,1.000000
5100,2,0.230553,7.000000
5200,4,0.275829,10.000000
5300,5,0.287902,17.000000
5400,4,0.278342,21.000000
5500,3,0.262507,13.000000
5600,1,0.180740,6.000000
5700,2,0.226676,6.000000
5800,3,0.259591,10.000000
5900,4,0.278016,16.000000
6000,4,0.276938,14.000000
6100,3,0.263341,13.000000
6200,5,0.287562,17.000000
6300,1,0.174555,4.000000
6400,4,0.274800,14.000000
6500,1,0.185723,6.000000
6600,4,0.278613,17.000000
6700,2,0.229679,6.000000
6800,5,0.285759,17.000000
6900,1,0.174240,4.000000
7000,1,0.183533,6.000000
7100,3,0.259487,10.000000
7200,2,0.237599,9.000000
7300,2,0.228360,7.000000
7400,3,0.258133,7.000000
7500,5,0.290786,16.000000
7600,2,0.225649,5.000000
7700,1,0.173561,4.000000
7800,5,0.286707,16.000000
7900,5,0.287766,18.000000
8000,3,0.250848,8.000000
8100,1,0.182990,6.000000
8200,2,0.233275,8.000000
8300,4,0.279160,18.000000
8400,1,0.170030,3.000000
8500,5,0.287326,19.000000
8600,5,0.287702,18.000000
8700,3,0.260399,11.000000
8800,5,0.285540,14.000000
8900,5,0.289919,20.000000
9000,1,0.175770,4.000000
9100,3,0.262487,12.000000
9200,1,0.175158,4.000000
9300,3,0.259199,10.000000
9400,4,0.286153,17.000000
9500,2,0.231084,8.000000
9600,4,0.278207,18.000000
9700,1,0.173531,4.000000
9800,1,0.174303,5.000000
9900,3,0.261687,14.000000
10000,2,0.231143,6.000000
10100,3,0.259374,9.000000
10200,3,0.260218,11.000000
10300,4,0.276154,16.000000
10400,1,0.170834,3.000000
10500,5,0.288923,19.000000
10600,2,0.231370,7.000000
10700,4,0.275743,15.000000
10800,4,0.274212,11.000000
10900,2,0.233914,8.000000
11000,2,0.226297,6.000000
11100,4,0.277149,17.000000
11200,5,0.287138,18.000000
11300,5,0.285695,16.000000
11400,5,0.287513,17.000000
11500,2,0.231723,10.000000
11600,1,0.179650,5.000000
11700,1,0.174167,4.000000
11800,2,0.232530,8.000000
11900,4,0.276788,13.000000
12000,4,0.276000,15.000000
12100,1,0.170154,3.000000
12200,5,0.290533,20.000000
12300,4,0.275511,14.000000
12400,4,0.276241,11.000000
12500,3,0.258387,10.000000
12600,5,0.288094,16.000000
12700,1,0.162240,2.000000
12800,4,0.278064,17.000000
12900,3,0.258837,10.000000
13000,3,0.260734,10.000000
13100,3,0.262983,15.000000
13200,1,0.163421,2.000000
13300,2,0.232186,8.000000
13400,5,0.291024,25.000000
13500,4,0.278516,17.000000
13600,3,0.260862,13.000000
13700,2,0.231500,8.000000
13800,3,0.260326,11.000000
13900,5,0.284367,16.000000
14000,1,0.175670,4.000000
14100,5,0.287054,16.000000
14200,4,0.277504,14.000000
14300,2,0.229617,3.000000
14400,2,0.231112,7.000000
14500,3,0.255859,9.000000
14600,5,0.284574,16.000000
14700,4,0.276515,12.000000
14800,3,0.258068,10.000000
14900,1,0.162253,2.000000
15000,1,0.162662,2.000000
15100,3,0.260865,13.000000
15200,1,0.170185,3.000000
15300,2,0.227814,7.000000
15400,5,0.289806,22.000000
15500,5,0.288580,19.000000
15600,1,0.175302,4.000000
15700,5,0.293876,22.000000
15800,3,0.261162,14.000000
15900,2,0.235704,10.000000
16000,2,0.237776,9.000000
16100,4,0.275893,15.000000
16200,3,0.247497,4.000000
16300,2,0.232469,8.000000
16400,1,0.175124,4.000000
16500,5,0.290241,22.000000
16600,5,0.292981,19.000000
16700,3,0.258963,10.000000
16800,3,0.259547,10.000000
16900,5,0.295300,21.000000
17000,5,0.290339,22.000000
17100,4,0.270943,12.000000
17200,2,0.231796,8.000000
17300,5,0.287251,16.000000
17400,5,0.290072,20.000000
17500,2,0.232398,10.000000
17600,1,0.183135,6.000000
17700,2,0.234687,11.000000
17800,1,0.279840,0.000000
17900,2,0.232655,8.000000
18000,1,0.170941,3.000000
