0,19,0.745796,161.000000
100,13,0.361067,58.000000
200,17,0.350497,76.000000
300,18,0.350896,69.000000
400,5,0.298232,20.000000
500,11,0.317318,41.000000
600,16,0.319798,55.000000
700,14,0.323664,55.000000
800,15,0.322391,55.000000
900,13,0.332188,56.000000
1000,15,0.324976,57.000000
1100,10,0.316284,32.000000
1200,3,0.257139,11.000000
1300,16,0.589326,93.000000
1400,20,0.330514,79.000000
1500,15,0.324751,66.000000
1600,1,0.169888,3.000000
1700,12,0.324160,53.000000
1800,11,0.320722,45.000000
1900,11,0.319290,45.000000
2000,5,0.287638,13.000000
2100,1,0.175722,5.000000
2200,5,0.289867,21.000000
2300,4,0.274014,13.000000
2400,16,0.333168,65.000000
2500,17,0.333953,74.000000
2600,13,0.327945,57.000000
2700,12,0.322011,49.000000
2800,10,0.318463,48.000000
2900,13,0.323034,53.000000
3000,1,0.174269,4.000000
3100,3,0.275742,13.000000
3200,3,0.265380,14.000000
3300,2,0.223333,7.000000
3400,20,0.340413,87.000000
3500,5,0.300016,25.000000
3600,13,0.322383,54.000000
3700,1,0.170469,4.000000
3800,4,0.290198,17.000000
3900,13,0.327163,58.000000
4000,20,0.332106,75.000000
4100,14,0.323379,54.000000
4200,3,0.256042,8.000000
4300,3,0.255831,11.000000
4400,2,0.222652,6.000000
4500,3,0.259478,14.000000
4600,11,0.320167,45.000000
4700,11,0.321866,47.000000
4800,13,0.328320,55.000000
4900,6,0.293213,22.000000
5000,16,0.326398,61.000000
5100,11,0.322965,50.000000
5200,8,0.308419,33.000000
5300,4,0.268929,13.000000
5400,2,0.227745,6.000000
5500,13,0.323763,51.000000
5600,16,0.323244,62.000000
5700,10,0.315695,39.000000
5800,3,0.260895,14.000000
5900,9,0.315451,44.000000
6000,13,0.321104,52.000000
6100,7,0.294072,21.000000
6200,8,0.311122,35.000000
6300,9,0.323883,40.000000
6400,19,0.329477,76.000000
6500,13,0.325667,51.000000
6600,13,0.331327,56.000000
6700,19,0.332576,72.000000
6800,6,0.296865,24.000000
6900,6,0.307663,29.000000
7000,9,0.313180,34.000000
7100,2,0.230213,8.000000
7200,5,0.283297,16.000000
7300,12,0.322893,54.000000
7400,15,0.326345,58.000000
7500,16,0.326306,64.000000
7600,15,0.325789,58.000000
7700,18,0.332414,80.000000
7800,15,0.325117,63.000000
7900,4,0.280744,16.000000
8000,11,0.325134,47.000000
8100,6,0.300061,24.000000
8200,7,0.299935,23.000000
8300,20,0.334035,79.000000
8400,1,0.176364,5.000000
8500,16,0.326030,60.000000
8600,12,0.330868,54.000000
8700,4,0.276679,18.000000
8800,3,0.252981,9.000000
8900,17,0.338563,69.000000
9000,6,0.295787,26.000000
9100,2,0.215156,5.000000
9200,14,0.331562,58.000000
9300,14,0.326871,58.000000
9400,10,0.319762,41.000000
9500,19,0.329906,72.000000
9600,10,0.317156,44.000000
9700,5,0.286975,20.000000
9800,5,0.290186,20.000000
9900,17,0.331124,70.000000
10000,3,0.261861,14.000000
10100,16,0.329482,61.000000
10200,4,0.269735,12.000000
10300,3,0.261884,12.000000
10400,17,0.329917,70.000000
10500,17,0.325412,61.000000
10600,7,0.299369,24.000000
10700,11,0.322124,45.000000
10800,6,0.293849,26.000000
10900,1,0.170675,3.000000
11000,13,0.333435,63.000000
11100,4,0.282953,19.000000
11200,15,0.325815,64.000000
11300,12,0.320195,50.000000
11400,9,0.316940,40.000000
11500,11,0.326367,57.000000
11600,15,0.325440,62.000000
11700,4,0.282987,17.000000
11800,7,0.299961,23.000000
11900,19,0.325662,66.000000
12000,2,0.233213,9.000000
12100,4,0.275496,14.000000
12200,20,0.329785,71.000000
12300,1,0.162550,2.000000
12400,15,0.327138,62.000000
12500,17,0.324240,62.000000
12600,5,0.298248,23.000000
12700,1,0.173652,5.000000
12800,12,0.318292,44.000000
12900,17,0.327845,66.000000
13000,14,0.324089,53.000000
13100,1,0.177455,6.000000
13200,16,0.332046,68.000000
13300,15,0.323956,55.000000
13400,1,0.165397,3.000000
13500,11,0.317728,47.000000
13600,3,0.276151,15.000000
13700,13,0.320577,50.000000
13800,20,0.328923,70.000000
13900,12,0.323222,49.000000
14000,9,0.310028,31.000000
14100,19,0.329029,67.000000
14200,8,0.323209,38.000000
14300,12,0.323384,45.000000
14400,4,0.272564,14.000000
14500,7,0.307498,30.000000
14600,3,0.263367,16.000000
14700,14,0.321373,52.000000
14800,5,0.281242,16.000000
14900,20,0.324051,69.000000
15000,10,0.314267,42.000000
15100,5,0.303639,24.000000
15200,7,0.319033,34.000000
15300,1,0.169849,4.000000
15400,7,0.297308,26.000000
15500,19,0.331743,82.000000
15600,19,0.328961,74.000000
15700,5,0.292986,21.000000
15800,20,0.339663,93.000000
15900,12,0.326020,46.000000
16000,20,0.337895,91.000000
16100,10,0.324550,42.000000
16200,15,0.323341,53.000000
16300,4,0.269267,14.000000
16400,2,0.227169,5.000000
16500,5,0.284345,19.000000
16600,17,0.331199,64.000000
16700,10,0.305856,32.000000
16800,20,0.331033,77.000000
16900,11,0.327281,48.000000
17000,4,0.291186,21.000000
17100,13,0.320312,50.000000
17200,19,0.329893,73.000000
17300,3,0.261313,11.000000
17400,5,0.292110,20.000000
17500,6,0.303526,23.000000
17600,7,0.307003,30.000000
17700,8,0.313367,35.000000
17800,8,0.313962,34.000000
17900,14,0.321576,50.000000
18000,10,0.312026,38.000000
18100,10,0.311926,34.000000
18200,10,0.319661,43.000000
18300,11,0.330682,49.000000
18400,5,0.291245,18.000000
18500,4,0.279278,17.000000
18600,15,0.320638,56.000000
18700,18,0.331386,72.000000
18800,20,0.330423,80.000000
18900,20,0.331998,82.000000
19000,8,0.302820,27.000000
19100,6,0.296883,22.000000
19200,2,0.231658,9.000000
19300,18,0.325735,66.000000
19400,20,0.332359,84.000000
19500,8,0.307866,24.000000
19600,7,0.311158,30.000000
19700,9,0.318032,39.000000
19800,18,0.329256,73.000000
19900,16,0.321898,58.000000
20000,1,0.181996,6.000000
20100,11,0.317424,37.000000
20200,18,0.337952,78.000000
20300,9,0.316109,37.000000
20400,7,0.299719,26.000000
20500,9,0.318316,42.000000
20600,3,0.247965,8.000000
20700,18,0.325276,62.000000
20800,7,0.307282,30.000000
20900,9,0.303953,24.000000
21000,8,0.307500,35.000000
21100,19,0.334198,89.000000
21200,17,0.328874,66.000000
21300,17,0.330565,72.000000
21400,7,0.307850,35.000000
21500,12,0.323716,51.000000
21600,12,0.320089,45.000000
21700,6,0.294886,20.000000
21800,14,0.344004,61.000000
21900,4,0.291352,21.000000
22000,5,0.283775,18.000000
22100,17,0.327728,68.000000
22200,20,0.331268,73.000000
22300,20,0.330425,79.000000
22400,14,0.323966,48.000000
22500,1,0.177866,5.000000
22600,3,0.258587,11.000000
22700,7,0.311473,28.000000
22800,9,0.310930,35.000000
22900,7,0.307995,35.000000
23000,9,0.318868,40.000000
23100,11,0.307501,33.000000
23200,5,0.303947,24.000000
23300,9,0.309331,31.000000
23400,12,0.323216,56.000000
23500,4,0.288121,17.000000
23600,8,0.309906,32.000000
23700,17,0.329995,68.000000
23800,13,0.317665,52.000000
23900,4,0.285858,17.000000
24000,14,0.322647,54.000000
24100,7,0.303969,29.000000
24200,13,0.326383,61.000000
24300,14,0.324149,57.000000
24400,16,0.322779,57.000000
24500,3,0.261984,13.000000
24600,15,0.323854,58.000000
24700,18,0.326892,66.000000
24800,14,0.330567,65.000000
24900,11,0.329172,48.000000
25000,20,0.329250,80.000000
25100,12,0.313868,37.000000
25200,12,0.330012,51.000000
25300,4,0.285942,24.000000
25400,13,0.323680,54.000000
25500,17,0.328370,61.000000
25600,7,0.308594,32.000000
25700,11,0.325807,49.000000
25800,20,0.328982,73.000000
25900,7,0.301285,30.000000
26000,16,0.331424,75.000000
26100,1,0.164625,2.000000
26200,18,0.332790,82.000000
26300,19,0.326405,64.000000
26400,1,0.196230,6.000000
26500,3,0.262787,11.000000
26600,13,0.319271,49.000000
26700,9,0.318415,37.000000
26800,17,0.332154,71.000000
26900,6,0.299965,27.000000
27000,10,0.314005,41.000000
27100,4,0.302453,23.000000
27200,20,0.345574,92.000000
27300,3,0.282186,17.000000
27400,18,0.331662,74.000000
27500,13,0.329463,53.000000
27600,6,0.297850,25.000000
